rank,asin,title,rating,ratings_count,price_amount,price_currency,price_raw,offers_text,url
1,B0G35QMQ82,"Schwarzkopf LIVE Intense Colour Hair Dye, 099 Deep Black | Permanent Black Hair Dye, HaptiQ Anti-Damage System, Long-Lasting",4.8,168,12134.0,KRW,"KRW 12,134",,https://www.amazon.com/Schwarzkopf-LIVE-Intense-Long-lasting-Permanent/dp/B0G35QMQ82/ref=zg_bs_g_66469031_d_sccl_1/525-4948205-9640966
2,B001ETUD5I,"Nizoral Anti-Dandruff Treatment Shampoo with Ketoconazole, 1 x 60ml | Treats and prevents dandruff, clinically proven to cont",4.6,31719,22868.0,KRW,"KRW 22,868",,https://www.amazon.com/Nizoral-Anti-dandruff-clinically-inflammation-ketoconazole/dp/B001ETUD5I/ref=zg_bs_g_66469031_d_sccl_2/525-4948205-9640966
3,B07NBPSNC4,"Just for men Moustache & Beard Dark Brown Dye, Eliminates Grey for a Thicker & Fuller Look M45",4.4,3458,26116.0,KRW,"KRW 26,116",,https://www.amazon.com/Just-Moustache-Beard-Facial-Color/dp/B07NBPSNC4/ref=zg_bs_g_66469031_d_sccl_3/525-4948205-9640966
4,B00M9B66BU,"REVLON PROFESSIONAL UniqOne Hair Treatment | All-in-One Heat Moisturizing Leave-In with 10 Benefits, Repair for Damaged Hair,",4.7,103961,13926.0,KRW,"KRW 13,926",,https://www.amazon.com/Revlon-UniqONE-Professional-Hair-Treatment/dp/B00M9B66BU/ref=zg_bs_g_66469031_d_sccl_4/525-4948205-9640966
5,B002CB56SG,"got2b Glued Blasting Freeze Hairspray, 300ml | 72h Ultra Strong Hold Hairspray, For Extreme Hairstyles, Non-Sticky, Gentle on",4.7,12907,12302.0,KRW,"KRW 12,302",,https://www.amazon.com/Schwarzkopf-GOT2B-Blasting-Freeze-Spray/dp/B002CB56SG/ref=zg_bs_g_66469031_d_sccl_5/525-4948205-9640966
6,B07896997Z,Clairol Nice'n Easy Crème Natural Looking Oil Permanent Hair Dye Infused,4.3,678,8867.0,KRW,"KRW 8,867",,https://www.amazon.com/Clairol-Permanent-Long-lasting-Nourishing-Treatment/dp/B07896997Z/ref=zg_bs_g_66469031_d_sccl_6/525-4948205-9640966
7,B006L68VDU,"Garnier Nutrisse Ultra Color Permanent Hair Dye, 4.15 Iced Coffee Brown | 100% Grey Coverage, Vibrant Long-Lasting 8-Week Col",4.6,4016,13198.0,KRW,"KRW 13,198",,https://www.amazon.com/Garnier-Nutrisse-Coffee-Brown-Permanent/dp/B006L68VDU/ref=zg_bs_g_66469031_d_sccl_7/525-4948205-9640966
8,B078214KD7,Clairol Root Touch-Up Permanent Hair Dye,4.6,1850,8083.0,KRW,"KRW 8,083",,https://www.amazon.com/Clairol-Permanent-Long-lasting-Intensifying-Application/dp/B078214KD7/ref=zg_bs_g_66469031_d_sccl_8/525-4948205-9640966
9,B0DSGCJSZF,"Neutrogena T/Gel Scalp Relief Anti-Dandruff Shampoo (250ml) With 3% Salicylic Acid, Suitable for Those Prone to Scalp Psorias",4.5,2051,9894.0,KRW,"KRW 9,894",,https://www.amazon.com/Neutrogena-Anti-Dandruff-Salicylic-Seborrhoeic-Dermatitis/dp/B0DSGCJSZF/ref=zg_bs_g_66469031_d_sccl_9/525-4948205-9640966
10,B008BDSZFK,"Remington Shine Therapy Hair Straightener, Ceramic Coating, S8500 | Create Sleek, Smooth Styles with Moroccan Argan Oil Infus",4.6,35617,38866.0,KRW,"KRW 38,866",,https://www.amazon.com/Remington-Advanced-Straighteners-Morrocan-Improved/dp/B008BDSZFK/ref=zg_bs_g_66469031_d_sccl_10/525-4948205-9640966
11,B0DNZPVRP6,TRESemme Devil Wears Prada 2 Special-Edition Heat Protect Heat Defence Spray Hair Spray up to 230°C* for all hair types 270 m,4.6,2046,5731.0,KRW,"KRW 5,731",,https://www.amazon.com/TRESemme-Protect-Defence-Spray-protection/dp/B0DNZPVRP6/ref=zg_bs_g_66469031_d_sccl_11/525-4948205-9640966
12,B07L5WGS2X,"Garnier Hair Food Multi-use, 3-in-1 Hair Treatment Mask, Banana, 400ml | Up to 7x Smoother Hair, 97% Natural Origin Ingredien",4.6,20098,6216.0,KRW,"KRW 6,216",,https://www.amazon.com/Garnier-Multi-Use-Vitamins-Ingredients-Silicone/dp/B07L5WGS2X/ref=zg_bs_g_66469031_d_sccl_12/525-4948205-9640966
13,B004S9WHUU,"got2b POWDERful Volumising Styling Powder, 10g | Natural Hold, Volumising Styling Hair Powder, Instant Volume from the Roots,",4.5,12106,6851.0,KRW,"KRW 6,851",,https://www.amazon.com/POWDERful-Volumising-Styling-Natural-Instant/dp/B004S9WHUU/ref=zg_bs_g_66469031_d_sccl_13/525-4948205-9640966
14,B009S7401Q,"Garnier Olia Luminous Long-Lasting Permanent Hair Colour, 5.0 Brown | 100% Grey Coverage, Oil-Powered Formula, Luminous Long-",4.5,1819,15494.0,KRW,"KRW 15,494",,https://www.amazon.com/Garnier-Olia-Luminous-Long-Lasting-Permanent/dp/B009S7401Q/ref=zg_bs_g_66469031_d_sccl_14/525-4948205-9640966
15,B0DQV8G9HR,"Nizoral Anti-Dandruff Treatment Shampoo, 1x 100ml Bottle | For fast head flaking and scaling relief, active anti-fungal scalp",4.6,1758,46650.0,KRW,"KRW 46,650",,https://www.amazon.com/Nizoral-Anti-Dandruff-Treatment-Clinically-Ketoconazole/dp/B0DQV8G9HR/ref=zg_bs_g_66469031_d_sccl_15/525-4948205-9640966
16,B00GY78YKQ,"Faith In Nature Organic Coconut Shampoo, Hydrating for Dry Hair & Scalp, Vegan & Cruelty Free, No SLS, Silcones or Parabens,",4.5,13701,12433.0,KRW,"KRW 12,433",,https://www.amazon.com/Faith-in-Nature-Coconut-Shampoo/dp/B00GY78YKQ/ref=zg_bs_g_66469031_d_sccl_16/525-4948205-9640966
17,B07BH4JL8J,"got2b Instant Fresh Up Extra Volume Dry Shampoo, 200ml | Cleans & Instantly Refreshes, Boosts Volume, No Visible Residues, 24",4.4,9024,10249.0,KRW,"KRW 10,249",,https://www.amazon.com/Schwarzkopf-Got2b-Fresh-Shampoo-200ml/dp/B07BH4JL8J/ref=zg_bs_g_66469031_d_sccl_17/525-4948205-9640966
18,B06XZNJWZL,"Slick Gorilla Hair Styling Powder for Men, Texture Powder 20g | Matte texture powder for volume, root lift, no shine and ligh",4.4,32847,18593.0,KRW,"KRW 18,593",,https://www.amazon.com/Slick-Gorilla-Styling-Texturising-Powder/dp/B06XZNJWZL/ref=zg_bs_g_66469031_d_sccl_18/525-4948205-9640966
19,B0083H8ASG,"L'Oréal Paris Elvive Extraordinary Oil Miracle Shine Hair Serum 100ml | Intense Nourishment, Up To 6x More Shine, Up To 230 H",4.7,10711,11667.0,KRW,"KRW 11,667",,https://www.amazon.com/LOreal-Paris-Elvive-Extraordinary-Nourishing/dp/B0083H8ASG/ref=zg_bs_g_66469031_d_sccl_19/525-4948205-9640966
20,B00MAJQH24,"Batiste Blush Dry Shampoo, Floral Fragrance, 200ml | Instantly refreshes hair, adds volume and texture, rose and freesia frag",4.7,8887,13049.0,KRW,"KRW 13,049",,https://www.amazon.com/Batiste-Floral-Flirty-Blush-Shampoo/dp/B00MAJQH24/ref=zg_bs_g_66469031_d_sccl_20/525-4948205-9640966
21,B0BQTMHNW9,"Aveeno Scalp Soothing Haircare Clarify & Shine Shampoo, Apple Cider Vinegar Blend, for All Hair Types, Soothes Dry, Itchy & F",4.5,3729,8064.0,KRW,"KRW 8,064",,https://www.amazon.com/Aveeno-Clarify-Vinegar-Soothing-Shampoo/dp/B0BQTMHNW9/ref=zg_bs_g_66469031_d_sccl_21/525-4948205-9640966
22,B0155N6RYE,Regaine For Men Hair Regrowth Foam 3 x 73ml,4.0,8558,186657.0,KRW,"KRW 186,657",,https://www.amazon.com/Regaine-Men-Hair-Regrowth-Foam/dp/B0155N6RYE/ref=zg_bs_g_66469031_d_sccl_22/525-4948205-9640966
23,B008LXZZ4E,"Eco Style Olive Oil Hair Gel, Maximum Hold, Alcohol-Free, Vegan, 236 ml | Moisturising Formula, Perfect for Defining & Stylin",4.4,64246,4144.0,KRW,"KRW 4,144",,https://www.amazon.com/Style-Olive-Styling-Hydrate-Green/dp/B008LXZZ4E/ref=zg_bs_g_66469031_d_sccl_23/525-4948205-9640966
24,B0D31RM328,"Crazy Color Vermillion Red Hair Dye 100ml | Vibrant Semi Permanent, Highly Pigmented Scarlet Tone Conditioning & Oil Nourishi",4.6,432,7691.0,KRW,"KRW 7,691",,https://www.amazon.com/Crazy-Color-Vermillion-Semi-Permanent-Conditioning/dp/B0D31RM328/ref=zg_bs_g_66469031_d_sccl_24/525-4948205-9640966
25,B073CWSQ51,COLOR WOW Dream Coat Supernatural Spray. The Anti-frizz GOAT with amazing humidity-proofing powers,4.3,97191,37149.0,KRW,"KRW 37,149",,https://www.amazon.com/Color-Dream-Supernatural-Anti-Frizz-Treatment/dp/B073CWSQ51/ref=zg_bs_g_66469031_d_sccl_25/525-4948205-9640966
26,B00QPROY9U,"Head & Shoulders Classic Clean 2in1 Anti Dandruff Shampoo, 1000ml. Up to 100% Flake Free, Clinically Proven. For Any Hair and",4.8,11746,12283.0,KRW,"KRW 12,283",,https://www.amazon.com/Head-Shoulders-Classic-Dandruff-Conditioner/dp/B00QPROY9U/ref=zg_bs_g_66469031_d_sccl_26/525-4948205-9640966
27,B07D395945,Tangle Teezer Ultimate Detangler Hairbrush - For Wet & Dry Hair - Detangling Brush for All Hair Types - Two-Tiered Teeth Redu,4.7,65694,17492.0,KRW,"KRW 17,492",,https://www.amazon.com/Tangle-Teezer-Detangler-Millennial-Pink/dp/B07D395945/ref=zg_bs_g_66469031_d_sccl_27/525-4948205-9640966
28,B000IB0G50,"Just for men Original Formula Dark Brown Black Hair Dye, Restores Original Colour for a Natural Look H45",4.4,1877,26116.0,KRW,"KRW 26,116",,https://www.amazon.com/Just-Men-Colouring-Original-Formula/dp/B000IB0G50/ref=zg_bs_g_66469031_d_sccl_28/525-4948205-9640966
29,B0FC62VSMQ,Aussie Miracle Moist Shampoo 1L Pump to Restore Brittle & Dry Hair | Moisture-Quenching Formula to Revive and Restore Dry Hai,4.7,464,14691.0,KRW,"KRW 14,691",,https://www.amazon.com/Aussie-Miracle-Shampoo-Restore-Brittle/dp/B0FC62VSMQ/ref=zg_bs_g_66469031_d_sccl_29/525-4948205-9640966
30,B0C4XZG2RY,"Schwarzkopf Oleo Intense Permanent Oil Colour, 4-86 Chocolate Brown | 100% Grey Coverage, Conditioner with HaptIQ System Incl",4.5,432,10267.0,KRW,"KRW 10,267",,https://www.amazon.com/Schwarzkopf-Permanent-Chocolate-Conditioner-Long-Lasting/dp/B0C4XZG2RY/ref=zg_bs_g_66469031_d_sccl_30/525-4948205-9640966
31,B01N5M0HTL,,,,,,,,
32,B01AC34TS8,,,,,,,,
33,B00AYXV5W0,,,,,,,,
34,B019W17T0Q,,,,,,,,
35,B07L5WH74Y,,,,,,,,
36,B00DG8RTHK,,,,,,,,
37,B0722ZSF5K,,,,,,,,
38,B083JKPCFB,,,,,,,,
39,B00Q59B4UK,,,,,,,,
40,B00GY7D13G,,,,,,,,
41,B07NPW27GG,,,,,,,,
