rank,asin,title,rating,ratings_count,price_amount,price_currency,price_raw,offers_text,url
80,B003MPKA78,"Garnier Summer Body Gradual Tan Moisturiser Deep, Face and Body, 400ml | For A Radiant Sun Kissed Glow, 24 Hour Hydration, Na",4.5,12146,8.12,USD,USD 8.12,,https://www.amazon.com/Garnier-Summer-Gradual-Moisturiser-400ml/dp/B003MPKA78/ref=zg_bs_g_118464031_d_sccl_30/261-1284036-7150461
81,B01LEJ5MSK,,,,,,,,
82,B07N74F8NP,,,,,,,,
83,B014DDG3TQ,,,,,,,,
84,B0D4Y6MNTF,,,,,,,,
85,B0B97CX525,,,,,,,,
86,B0FXLX8N6P,,,,,,,,
87,B0006SQ9CE,,,,,,,,
88,B0799CLKC5,,,,,,,,
89,B07PBXXNCY,,,,,,,,
90,B0FVT77ZLL,,,,,,,,
91,B09ZF9X3R1,,,,,,,,
92,B086VKZZZY,,,,,,,,
93,B00822YOIM,,,,,,,,
94,B0FKGJYFC8,,,,,,,,
95,B0015SXSKK,,,,,,,,
96,B011KMZ2WW,,,,,,,,
97,B0BT6VDJ5M,,,,,,,,
98,B07C5T3DKW,,,,,,,,
99,B09FTC24JC,,,,,,,,
100,B08WJQ3XJD,,,,,,,,
