rank,asin,title,rating,ratings_count,price_amount,price_currency,price_raw,offers_text,url
1,B09V7Z4TJG,"medicube Toner Pads Zero Pore Pad 2.0 for Exfoliation and Pore Care | Dual-Textured Facial Pad with 4.5% AHA Lactic Acid, 0.4",4.6,30704,20.64,USD,USD 20.64,,https://www.amazon.com/medicube-Toner-Pads-Zero-Exfoliation/dp/B09V7Z4TJG/ref=zg_bs_g_beauty_d_sccl_1/257-0263698-1706326
2,B08WR5CPNB,"Maybelline Mascara, Lash Sensational Sky High Volumizing Thickening, Black | With Bamboo Extract, Eyelash Lengthening, Flake-",4.3,36952,9.98,USD,USD 9.98,,https://www.amazon.com/Maybelline-Sensational-Volumising-Lengthening-Flake-Free/dp/B08WR5CPNB/ref=zg_bs_g_beauty_d_sccl_2/257-0263698-1706326
3,B0DGTMR754,"medicube Jelly Gel Mask with Salmon DNA PDRN Pink Collagen, 4EA | Overnight Face Mask for Glass Glow Skin - Elasticity, Hydra",4.5,12522,12.8,USD,USD 12.80,,https://www.amazon.com/medicube-overnight-elasticity-hydrating-moisturizing/dp/B0DGTMR754/ref=zg_bs_g_beauty_d_sccl_3/257-0263698-1706326
4,B00UYJGYCK,"Rimmel 60 Seconds Super Shine Nail Polish, 740 Clear, Quick-Dry Nail Polish, Ultra-Shiny Finish, Easy to Apply, Vibrant Colou",4.4,79753,5.37,USD,USD 5.37,,https://www.amazon.com/Rimmel-Quick-Dry-Ultra-Shiny-Long-Wearing-Improved/dp/B00UYJGYCK/ref=zg_bs_g_beauty_d_sccl_4/257-0263698-1706326
5,B07C5R51Q9,CeraVe Hydrating Cleanser for Normal to Dry Skin with Hyaluronic Acid 236ml | Gentle Non-Foaming Face Wash Enriched with 3 Es,4.6,57575,12.66,USD,USD 12.66,,https://www.amazon.com/CeraVe-Hydrating-Hyaluronic-Essential-Ceramides/dp/B07C5R51Q9/ref=zg_bs_g_beauty_d_sccl_5/257-0263698-1706326
6,B01M6UUOY2,"Garnier Micellar Water 700ml, All-in-One Face Cleanser & Makeup Remover | Gentle Face and Eye Makeup Remover Suitable For All",4.7,22048,8.77,USD,USD 8.77,,https://www.amazon.com/Garnier-Micellar-Water-Sensitive-700ml/dp/B01M6UUOY2/ref=zg_bs_g_beauty_d_sccl_6/257-0263698-1706326
7,B089QQBDPD,Acnecide Face Gel 5% Benzoyl Peroxide 15g,4.3,8197,10.79,USD,USD 10.79,,https://www.amazon.com/Acnecide-Treatment-Percent-Peroxide-Blackheads/dp/B089QQBDPD/ref=zg_bs_g_beauty_d_sccl_7/257-0263698-1706326
8,B0DGPSZVW3,"medicube Jelly Cream with Collagen & Niacinamide, 1.69 fl.oz | Freeze-Dried Hydrolyzed Collagen for Skin Barrier Hydration, 2",4.3,15943,17.41,USD,USD 17.41,,https://www.amazon.com/medicube-Collagen-Niacinamide-Freeze-Dried-Hydrolyzed/dp/B0DGPSZVW3/ref=zg_bs_g_beauty_d_sccl_8/257-0263698-1706326
9,B00JR76TKW,"Maybelline Concealer Instant Anti Age Eraser Eye, For Dark Circles 01 Light | Ultra Blendable Formula, Dermatologist Tested,",4.4,30348,8.08,USD,USD 8.08,,https://www.amazon.com/Maybelline-Eraser-Concealer-Light-6-8ml/dp/B00JR76TKW/ref=zg_bs_g_beauty_d_sccl_9/257-0263698-1706326
10,B0G35QMQ82,"Schwarzkopf LIVE Intense Colour Hair Dye, 099 Deep Black | Permanent Black Hair Dye, HaptiQ Anti-Damage System, Long-Lasting",4.8,174,8.77,USD,USD 8.77,,https://www.amazon.com/Schwarzkopf-LIVE-Intense-Long-lasting-Permanent/dp/B0G35QMQ82/ref=zg_bs_g_beauty_d_sccl_10/257-0263698-1706326
11,B0B7RQ46LD,"CeraVe Blemish Control Cleanser for Blemish-Prone Oily Skin, 236ml | Exfoliating Gel-to-Foam Face Wash with 3 Essential Ceram",4.6,34785,14.67,USD,USD 14.67,,https://www.amazon.com/CeraVe-Cleanser-Salicylic-Niacinamide-Blemish-Prone/dp/B0B7RQ46LD/ref=zg_bs_g_beauty_d_sccl_11/257-0263698-1706326
12,B071914GGL,"The Ordinary Glycolic Acid 7% Exfoliating Toner, Brightening and Smoothing Daily Toner for More Even-Looking Skin Tone",4.6,60843,16.06,USD,USD 16.06,,https://www.amazon.com/Ordinary-Exfoliating-Brightening-Smoothing-Even-Looking/dp/B071914GGL/ref=zg_bs_g_beauty_d_sccl_12/257-0263698-1706326
13,B0CNQ4DJRV,"L'Oréal Paris Setting Spray, Infallible 3-Second Makeup Mist for Face, 75ml | Upto To 36 Hour Makeup Wear, Waterproof and Swe",4.4,8416,8.1,USD,USD 8.10,,https://www.amazon.com/Paris-Infallible-Long-Lasting-lightweight-non-sticky/dp/B0CNQ4DJRV/ref=zg_bs_g_beauty_d_sccl_13/257-0263698-1706326
14,B07C5SKVL7,"CeraVe Foaming Cleanser for Normal to Oily Skin with Niacinamide & 3 Essential Ceramides, Developed with Dermatologists, Gent",4.6,100920,12.66,USD,USD 12.66,,https://www.amazon.com/CeraVe-Cleanser-Niacinamide-Essential-Ceramides/dp/B07C5SKVL7/ref=zg_bs_g_beauty_d_sccl_14/257-0263698-1706326
15,B01MDTVZTZ,"The Ordinary Niacinamide 10% + Zinc 1%, Brightening & Smoothing Serum for Blemish-Prone Skin, 30ml",4.6,61883,6.75,USD,USD 6.75,,https://www.amazon.com/Niacinamide-Brightening-Smoothing-Serum-Blemish-Prone/dp/B01MDTVZTZ/ref=zg_bs_g_beauty_d_sccl_15/257-0263698-1706326
16,B001ETUD5I,"Nizoral Anti-Dandruff Treatment Shampoo with Ketoconazole, 1 x 60ml | Treats and prevents dandruff, clinically proven to cont",4.6,31739,9.58,USD,USD 9.58,,https://www.amazon.com/Nizoral-Anti-dandruff-clinically-inflammation-ketoconazole/dp/B001ETUD5I/ref=zg_bs_g_beauty_d_sccl_16/257-0263698-1706326
